Phosphorus,Nitrogen,Potassium ,ph,humidity,temperature,rainfall,crops
18,16,26,5.568365926,91.81320717,28.43647052,145.5414413,coconut
10,26,33,6.07071786,96.93649473,28.27298134,198.8234862,coconut
8,27,32,5.627860549,96.46168931,27.00648436,144.3331315,coconut
18,37,30,6.38488418,99.34854917,27.63551259,157.9171537,coconut
15,19,34,5.685889066,99.65809151,26.29644905,215.9195049,coconut
19,0,33,6.234458417,95.23797989,27.1326009,204.7206567,coconut
20,31,26,6.443168642,97.61361544,25.56567803,199.7936345,coconut
17,9,32,5.842317989,93.40548703,25.94951662,172.0540491,coconut
11,22,29,5.955742971,95.01630593,28.03380598,218.0055713,coconut
6,31,26,5.741367375,91.30924833,29.12859129,157.2388553,coconut
6,34,30,5.948342571,97.00155491,27.0828252,171.7575545,coconut
6,24,32,6.387067562,90.01734526,28.11321494,172.4813641,coconut
8,1,26,5.562911913,94.18955816,27.5136304,156.6732553,coconut
13,31,33,5.85971872,95.48763389,27.63834933,205.5463111,coconut
9,10,28,6.282955073,94.01014388,29.01256899,150.0500312,coconut
27,36,26,6.25449571,95.78923137,26.58413917,171.6262299,coconut
24,38,33,5.973853124,97.00396405,28.28905147,142.9403233,coconut
6,11,25,6.081568052,96.65248672,28.69164799,178.9635457,coconut
14,16,30,6.37466756,96.30484325,29.70931288,209.8453993,coconut
14,33,35,6.027707171,96.66355213,27.14865285,149.2433497,coconut
6,16,29,5.868285082,91.95614918,29.28725038,132.1491176,coconut
11,32,31,6.205931638,93.31410447,25.06871967,134.8419069,coconut
14,38,30,5.570745386,91.20106019,26.92449525,194.9022136,coconut
6,8,33,6.095261013,93.64761266,28.27804288,171.9457959,coconut
6,23,33,6.025789594,92.73041222,29.18032562,204.9603677,coconut
25,29,35,5.542873799,91.64509299,28.3575072,160.7306991,coconut
14,24,33,6.366219551,93.27565685,29.38072512,218.5241851,coconut
12,32,30,5.579845008,98.08951196,25.39241091,218.080385,coconut
25,30,31,5.804965067,98.62048026,26.31270635,208.1181381,coconut
21,14,35,6.121005506,91.91185319,29.52501367,194.3100272,coconut
22,27,29,6.000248647,92.17170353,28.83214859,145.4172387,coconut
5,40,29,5.820978791,97.76865458,28.48444906,160.389421,coconut
11,17,32,5.620733794,93.39676499,28.74013335,156.7650823,coconut
30,30,35,6.001936419,95.59224018,25.00872392,165.8092179,coconut
10,28,30,6.305740522,91.14723422,29.8690834,192.7678575,coconut
7,39,29,6.362544111,94.59086121,27.54273211,150.2012138,coconut
20,32,35,5.588655387,98.38227669,26.52166434,144.6261698,coconut
15,7,32,6.182232762,95.89739958,25.03512351,174.796583,coconut
17,29,29,5.959493188,95.66997327,29.20394909,211.2506267,coconut
15,34,34,5.677282678,91.10510371,27.05826457,224.7006953,coconut
23,14,25,5.612122797,96.96637916,26.18552389,135.4186222,coconut
19,18,29,6.206077742,92.48519606,27.59376845,162.8432736,coconut
21,7,35,5.764812076,94.65830608,25.76011662,131.2451414,coconut
27,24,34,6.203376525,95.11320315,28.87862994,145.0583117,coconut
29,39,29,6.143662699,94.48414544,26.50908611,199.8778403,coconut
8,29,28,6.100429497,91.72546257,26.87037587,214.4128874,coconut
24,10,27,5.708409601,94.90485697,27.57283516,145.9298935,coconut
29,0,32,5.868255858,98.3670985,28.05912437,171.6516396,coconut
11,32,31,6.461225827,92.56492864,29.51611558,131.2116167,coconut
10,37,32,6.165084855,95.16333673,28.96318258,222.803013,coconut
29,20,27,6.047044342,92.36099489,25.09897688,157.7592626,coconut
29,31,35,6.137102505,92.19906776,27.1872282,141.3220576,coconut
30,17,27,5.894027065,90.79093862,29.03065024,205.5720367,coconut
12,1,30,5.56222383,95.94643831,27.754298,131.0900076,coconut
13,6,29,5.832608028,99.96906006,27.31155708,201.8258633,coconut
28,15,32,6.218571874,99.64328526,28.84270971,224.4016682,coconut
24,27,29,6.142010637,96.97300803,26.61423461,191.006688,coconut
23,3,30,6.078807239,95.65754365,29.70143197,215.1968037,coconut
26,8,26,5.702484758,91.64194826,25.54759871,212.867626,coconut
28,20,26,5.547594847,91.49882979,26.37978453,167.0470997,coconut
18,26,27,5.836075368,92.90736493,27.45907759,142.1430003,coconut
6,1,35,6.231662767,95.71935435,27.02269204,147.1682459,coconut
30,27,31,5.718120393,90.73966792,28.98545306,148.8398374,coconut
7,23,34,5.852038202,91.52421214,26.1055118,134.1279669,coconut
26,0,31,5.547933273,95.02156793,25.0707247,192.9036306,coconut
6,38,25,6.156259104,96.92786777,25.54963273,191.2996157,coconut
12,25,26,6.436314406,95.67906668,28.56973521,134.8370348,coconut
5,40,32,5.981169595,96.7036223,26.07010807,143.533473,coconut
19,0,31,6.271952833,94.38420565,25.51791333,178.7297725,coconut
9,26,32,6.470465614,94.73860514,25.9490364,144.1571109,coconut
30,35,34,6.141502001,95.41122824,28.2974764,182.4482352,coconut
30,19,30,5.826381164,91.40896307,29.56549169,224.8315729,coconut
13,31,33,6.342463714,95.21224392,29.69952329,148.3003692,coconut
29,17,26,6.071897347,93.28415295,26.14162144,195.4115025,coconut
30,2,30,6.331051715,94.79998418,26.00175125,209.540094,coconut
13,30,25,6.413184638,91.48889469,27.15116142,164.9182225,coconut
15,8,33,5.50158009,98.09861043,28.97318719,213.9011021,coconut
12,18,35,6.338720873,96.38580769,26.13958446,131.3387935,coconut
28,8,30,6.015672239,94.33465411,25.51618488,135.1272491,coconut
22,40,29,5.735364307,99.98187601,27.55821802,174.6256481,coconut
10,27,33,6.465906333,97.48410555,27.81132822,154.0621221,coconut
20,21,31,5.855457599,99.7240104,25.60033702,165.8248732,coconut
9,3,35,6.318552973,99.84671638,26.91641934,225.6323656,coconut
16,22,27,6.006784979,90.27214288,29.1797902,188.9252083,coconut
8,27,30,6.008386283,98.29937782,26.44600063,221.2258168,coconut
8,22,33,5.665785202,95.8840407,28.43572863,203.9283708,coconut
27,28,32,5.764615485,93.00109012,28.94099669,191.7723087,coconut
21,23,26,5.901495544,93.45042636,26.45488737,149.2220255,coconut
5,37,34,5.779032666,93.84150618,25.79490531,152.4238712,coconut
26,19,29,5.67154928,98.80313612,26.93141945,166.5712879,coconut
21,91,26,7.261313694,57.36469955,26.33377983,191.6549412,coffee
21,107,26,7.235070264,55.32222678,26.45288458,144.6861336,coffee
38,83,35,7.18915558,52.88667115,25.70822684,136.7325092,coffee
24,108,31,6.431899748,56.18107663,24.12832546,147.2757818,coffee
28,116,34,6.42321105,60.39523266,23.44372334,122.2103248,coffee
23,116,25,6.869720196,52.26994674,23.4123707,139.3670753,coffee
31,109,27,6.973839707,50.40609436,23.05951896,164.4971875,coffee
25,89,34,7.184801627,63.65861483,23.07895447,129.8765443,coffee
18,118,32,6.351823783,51.11044023,27.6496114,122.8392822,coffee
32,111,34,6.392048018,69.35161206,25.46743689,171.3764462,coffee
36,84,28,6.119892347,55.55164819,26.7350622,140.6305213,coffee
33,85,25,6.910823945,52.50987966,26.20811417,189.0944824,coffee
15,99,27,6.501157208,57.27927475,27.0424167,165.6872119,coffee
30,81,31,7.027585559,51.93952357,24.65090184,135.1386537,coffee
39,95,29,7.13411409,55.99375012,27.35152643,148.9812525,coffee
34,81,30,6.647765997,62.26244581,25.17787724,135.0119649,coffee
15,80,28,6.703270635,68.00096043,23.11438731,161.8944624,coffee
20,104,26,7.493191968,52.95261751,27.22783677,175.7260273,coffee
29,109,28,6.724688503,60.5160021,23.26316991,194.1755471,coffee
32,100,26,6.043485685,57.53161469,25.234661,124.2261737,coffee
24,100,28,7.101661011,57.72920846,25.59535262,195.7733251,coffee
21,83,28,7.466900683,60.49244602,25.5674832,190.2257843,coffee
23,120,28,6.877799264,51.29043632,25.67324193,196.2736367,coffee
26,104,30,6.410992833,62.65692638,24.40726724,148.6977358,coffee
33,108,31,7.393825704,66.76090123,23.69287069,144.6576424,coffee
25,91,26,7.482414225,66.99765375,24.53460016,180.5059257,coffee
26,86,27,6.081172981,52.89368299,27.13140403,192.4280381,coffee
18,98,27,6.516312148,68.49299897,27.56088634,167.4358075,coffee
27,111,31,6.043330951,55.27564977,23.59302313,191.3980675,coffee
39,84,35,6.959404135,52.13864034,23.17714381,117.3113562,coffee
27,98,27,7.238109556,51.29142534,24.71384065,197.6439711,coffee
21,118,34,7.234258375,64.72543073,24.38534644,119.6324109,coffee
27,103,31,6.691541233,51.59100753,27.15998538,126.1752206,coffee
24,82,33,6.809593554,67.09608099,26.53543168,120.6494434,coffee
31,86,35,6.485761419,60.76645256,27.01207284,191.4508931,coffee
35,88,35,6.784460602,58.45742907,27.55906475,117.9389993,coffee
27,84,29,7.167092586,53.00366334,23.32293161,168.2644287,coffee
40,120,33,6.73410539,54.30329632,24.23850608,115.1564012,coffee
40,106,30,6.779984384,64.10651528,23.42611644,122.6847408,coffee
21,113,33,7.277422738,55.83288958,26.02241444,176.9020924,coffee
34,117,25,7.21270048,56.7685316,24.83846178,124.4135035,coffee
30,80,25,7.487266991,65.64381357,26.24092174,148.3771202,coffee
21,88,27,7.231166546,66.02411187,24.43011925,181.6368274,coffee
33,113,34,6.559817161,62.1445102,26.00373964,153.477776,coffee
23,87,28,6.979590627,62.26594559,26.22367404,193.7461968,coffee
15,113,29,6.779230041,63.55324262,27.09617155,190.2440566,coffee
29,98,30,6.217974349,61.03273481,25.64004392,199.4735636,coffee
29,97,27,7.205078785,54.36976075,27.74576987,139.8619431,coffee
35,85,32,6.854011265,54.28617819,26.24928198,133.1120232,coffee
29,82,35,6.246872394,52.24226285,26.67377159,156.1543898,coffee
33,103,25,6.911066044,55.7497332,27.10210397,139.5013171,coffee
17,112,28,6.777417989,61.26002598,27.62975458,196.6492664,coffee
19,99,33,6.273741983,55.51673151,27.5364547,130.6377143,coffee
20,120,34,6.906124587,50.56339727,23.56960509,130.3797119,coffee
27,114,28,7.162802357,57.93250202,24.99451759,192.8736822,coffee
40,100,35,6.955787351,54.41094079,27.56441788,177.816092,coffee
35,108,25,6.971963169,61.10935084,23.98143338,161.5279095,coffee
31,115,30,6.840927967,67.37768353,24.22984659,122.4073418,coffee
28,87,30,6.536676653,68.66257977,25.60153969,168.8383605,coffee
24,82,26,6.089443603,53.57285558,24.31274458,184.4103931,coffee
26,94,27,7.456460375,52.25738495,26.36629861,177.3176161,coffee
28,87,35,6.759211911,57.1621814,26.5602777,152.0616227,coffee
40,118,35,7.460174812,58.50650238,26.35034208,121.5586297,coffee
38,87,29,6.652642579,57.88370456,25.20406808,156.1457255,coffee
40,92,30,6.026287448,55.18792166,23.35723208,171.6976946,coffee
22,97,26,6.074190142,59.68849145,23.60567546,185.1568059,coffee
40,99,32,7.045543056,69.94807345,24.18471151,163.2708732,coffee
28,89,33,6.993236001,53.83876189,26.44414097,175.3723314,coffee
39,112,29,6.726528895,63.37479229,26.12492233,147.8035305,coffee
28,111,26,6.937352845,64.47858698,27.77363343,192.7121236,coffee
20,114,26,7.27905689,62.67087838,25.55656667,193.5866233,coffee
26,117,30,7.079850922,67.96910852,27.92374437,115.2325531,coffee
29,111,31,6.136286518,52.31098539,26.05968403,161.3432535,coffee
30,119,28,6.505203696,64.57578034,26.35770906,163.6269496,coffee
40,116,33,7.042089492,54.15319242,24.91370487,129.5481144,coffee
37,95,35,6.348337519,68.4233391,27.31317116,192.4288139,coffee
40,86,33,7.432322234,52.26311691,26.1387869,136.3027766,coffee
37,117,32,6.787658922,67.06230539,23.1069385,162.5769606,coffee
18,105,35,6.743417121,68.44030686,23.52648086,171.8839938,coffee
23,109,25,7.00733163,68.48030408,25.11711046,194.8773479,coffee
18,80,31,7.303033217,58.84880599,24.02952505,134.6803969,coffee
31,101,26,6.861235184,69.71184111,26.70897548,158.8608887,coffee
33,103,33,7.131435858,50.50148528,26.71717393,126.8073984,coffee
26,93,27,7.288211994,56.46829641,24.59245684,137.7044047,coffee
35,104,28,6.983732393,50.66687215,27.51006055,143.9955548,coffee
36,116,25,6.172090205,58.52534263,27.57847581,156.6810374,coffee
38,107,29,6.35118177,57.56695719,26.65069302,145.105065,coffee
33,101,33,6.908671379,62.0183627,26.97251562,142.8610793,coffee
31,107,31,6.766184468,52.97841162,23.17124551,153.1201644,coffee
16,99,30,6.392791654,65.44340921,23.52652084,186.1728203,coffee
40,103,30,6.348316257,55.196224,27.30901814,141.4831644,coffee
31,118,34,6.123796057,62.88179198,27.54823036,181.4170812,coffee
21,106,35,7.428523634,57.04151119,25.627355,188.5506536,coffee
38,116,34,6.020947179,50.04557009,23.29250318,183.468585,coffee
35,97,26,6.334610249,53.74144743,24.91461008,166.2549307,coffee
34,107,32,6.78006386,66.4132686,26.77463708,177.7745075,coffee
15,99,27,6.086922359,56.63636248,27.41711238,127.92461,coffee
33,118,30,6.362607851,67.22512329,24.13179691,173.3228386,coffee
32,117,34,6.758792552,52.12739421,26.2724184,127.1752928,coffee
18,104,30,6.779832611,60.39647474,23.60301571,140.9370415,coffee
47,133,24,7.231324765,79.19732001,24.40228894,90.8022356,cotton
36,136,20,6.925412377,84.86275707,23.09595631,71.29581071,cotton
47,104,18,7.633437412,76.97696717,23.9656349,90.75616738,cotton
47,133,23,6.827354668,75.62137159,24.88738107,89.76050416,cotton
38,126,23,6.176716425,83.63276077,25.36243778,88.43618918,cotton
50,126,19,6.628722836,81.7358876,24.69457084,78.58494391,cotton
41,113,20,7.256877571,80.53965818,25.0017188,96.32600992,cotton
45,121,22,6.443785385,81.30681027,22.45942937,64.23026638,cotton
47,121,16,7.723240151,79.29573149,23.60564038,72.49800885,cotton
60,129,22,5.947448589,79.12404171,24.58453146,71.94608134,cotton
45,107,25,7.227745516,83.55546146,23.0865933,71.84080724,cotton
59,122,18,6.219469084,83.63488952,23.5000992,79.81328183,cotton
38,140,15,6.021439523,75.88298598,24.1472953,69.91563467,cotton
49,102,21,6.253343655,84.84422454,24.69315538,89.799462,cotton
40,111,25,6.187455799,84.44932014,24.484692,90.94342484,cotton
35,131,18,7.057693366,82.24415809,24.49112609,64.02949379,cotton
43,135,16,6.720449769,81.73049149,23.47986888,86.76287924,cotton
46,100,18,6.431689506,76.04203958,24.18586246,69.08056728,cotton
39,123,24,7.453106264,78.17952126,25.00755095,86.06411872,cotton
56,117,15,7.368258226,77.0543546,25.99237426,89.1188212,cotton
36,121,24,7.352401887,81.69105088,23.66457347,99.36898373,cotton
58,101,18,6.652143699,81.38103349,25.66891439,78.59595817,cotton
42,107,24,6.144631795,84.62978302,22.04612876,86.00758678,cotton
41,100,22,7.318802162,84.55794703,22.4204752,93.46595573,cotton
39,125,21,7.954629324,82.21276599,25.03149561,95.0191318,cotton
60,105,23,6.207652157,77.21705554,23.53371386,87.54004943,cotton
46,102,19,6.631005298,82.5993307,22.77076388,81.49543437,cotton
49,131,22,7.306918817,79.9751579,25.49848236,67.05961949,cotton
35,139,15,5.898293044,83.4630147,25.248679,86.55517751,cotton
36,108,19,7.238566893,77.51235009,22.78249615,64.61444234,cotton
45,118,23,7.977651226,77.43198948,23.37044424,71.67870701,cotton
51,107,22,5.983075895,78.22080815,24.86560781,79.56866268,cotton
60,125,17,6.785723961,84.51591287,24.14386157,80.36146974,cotton
37,113,20,7.393441155,79.04368718,25.03300222,97.10087029,cotton
52,131,16,6.486068274,84.47601498,23.65724079,88.54479121,cotton
48,115,16,7.175934962,84.09229796,25.54359718,88.94245493,cotton
38,113,25,7.388265888,79.47270984,22.00085141,90.42224164,cotton
41,111,18,6.10539819,78.1258666,23.64328417,80.96157332,cotton
53,111,19,6.419536555,78.02763149,23.96436009,84.63148859,cotton
48,122,16,6.307585854,75.6350708,24.65425757,61.82980133,cotton
46,108,17,6.93221485,84.87668973,24.3017998,65.0247867,cotton
41,132,22,7.810865753,81.02453404,24.29144926,90.41694635,cotton
42,103,17,6.527541661,84.61527627,24.29470232,81.05902285,cotton
50,133,25,7.569454601,81.19666206,25.72180042,99.93100821,cotton
37,127,18,7.041065585,76.30050373,24.87663664,91.9223468,cotton
39,110,25,7.208795456,77.34264002,22.60612115,75.13617229,cotton
38,131,19,6.814341946,75.68339729,23.86814008,90.4547185,cotton
38,108,24,7.442217061,76.43836957,23.41022496,78.82199603,cotton
40,122,17,6.854558957,81.31677618,24.96440768,80.03995829,cotton
50,111,15,7.884550475,80.30351815,25.16820129,84.62419032,cotton
40,140,17,6.006085786,77.07598065,22.72767171,77.55176318,cotton
40,100,20,7.432043735,76.25674874,22.45145981,86.84998693,cotton
50,123,16,6.498052108,75.53835214,23.04920461,70.65644296,cotton
36,107,21,6.205263534,75.66653335,25.29250148,62.64174227,cotton
50,118,19,6.360812227,82.33733678,22.95604064,66.48339303,cotton
51,103,20,7.046607434,84.14668447,22.80213132,91.6389565,cotton
57,133,19,7.947011366,75.98203329,23.54234715,84.12536744,cotton
47,129,20,6.281913858,80.80343786,24.41212325,98.60457373,cotton
52,116,19,6.114525877,75.37170612,22.94276687,67.08022574,cotton
40,114,23,6.753978061,81.13668716,25.53676123,95.4262599,cotton
60,131,17,7.425041316,81.79475917,25.32023717,83.46532547,cotton
43,107,18,6.745104394,81.53480799,22.426733,65.54475812,cotton
44,123,21,7.641116569,75.00539324,25.78544484,91.39578861,cotton
49,112,25,6.470135478,77.90621048,25.68959532,66.19426787,cotton
44,119,15,7.091992365,82.8597549,22.14593688,60.65381719,cotton
59,130,19,6.520403794,82.50257909,25.07278712,93.51042684,cotton
53,127,24,6.127939628,76.17851932,22.21506982,70.40557612,cotton
52,134,18,7.994679507,76.59175937,23.9643129,76.13090645,cotton
36,109,18,7.524707577,76.53237965,25.40059227,62.5138867,cotton
48,100,17,7.827877818,83.03878838,23.7805123,66.26555904,cotton
52,132,19,6.436691764,76.7433897,24.16402322,61.94626051,cotton
37,102,25,5.907930899,77.91757121,25.31468463,72.82902109,cotton
39,111,22,6.135025006,80.3509046,22.60361557,88.57395505,cotton
51,117,15,6.044556594,78.71555832,22.9535715,99.75336197,cotton
36,136,24,7.59781958,80.41198458,22.74446976,90.07326633,cotton
56,134,18,6.691268104,83.91902605,23.80834611,70.97358303,cotton
54,112,15,6.175492306,81.56641891,25.46228792,76.88582484,cotton
56,105,15,7.272316209,81.97904282,25.96779712,74.14169043,cotton
45,140,15,5.801047545,80.04662756,25.5308271,99.39557151,cotton
46,126,25,6.757457943,81.69801729,24.43847399,60.79645852,cotton
49,106,24,6.983395573,76.47039772,23.03887865,90.64770699,cotton
53,121,19,7.976889498,76.72621429,23.51308653,80.11272117,cotton
60,108,17,6.558902588,76.75768356,22.75805656,97.76600619,cotton
56,116,17,7.979090365,77.7293114,24.71252544,85.24963302,cotton
52,100,19,7.903528673,82.44777468,23.45969093,93.50153555,cotton
43,129,16,6.73210948,77.85055621,25.5503704,78.58488484,cotton
44,118,23,6.691690476,82.82904143,22.08458267,67.06459777,cotton
43,117,25,7.839849298,78.51206972,24.68854799,69.31153566,cotton
37,126,21,6.61448588,84.16855231,25.84997269,77.03421249,cotton
48,120,16,7.456971816,75.40989245,22.46054478,71.85436078,cotton
45,102,16,7.2942193,77.52425987,23.65629976,74.8984994,cotton
56,131,20,7.762647875,81.83896111,22.00817088,92.23645249,cotton
40,114,17,6.363406102,80.13456404,24.32630461,69.45072055,cotton
37,101,18,7.63737841,82.68738535,22.92360984,92.91915074,cotton
46,106,20,6.200671976,78.63388824,23.43821725,81.15072105,cotton
38,113,20,6.364729934,78.58320116,22.10718988,74.94136567,cotton
53,102,21,6.913678684,76.11021529,23.03814028,91.49697481,cotton
39,110,18,7.766259769,75.39752705,24.54795322,63.88079866,cotton
58,107,15,7.55606399,75.77503808,23.73868041,76.63669195,cotton
60,120,15,7.288377241,83.86129998,22.31871914,65.35747011,cotton
130,24,195,6.112305667,81.54156612,29.99677232,67.12534492,grapes
144,13,204,6.092241627,82.42614055,30.7280404,68.38135469,grapes
123,22,205,5.896343436,83.88504863,32.44577836,68.73932528,grapes
125,36,196,6.15526103,80.65968681,37.46566825,66.83872293,grapes
131,24,196,5.732453638,83.74372787,22.03296178,65.34440794,grapes
123,2,198,6.253034534,82.21079946,39.64851881,70.39906054,grapes
140,35,197,6.106190557,82.75241875,16.77557314,66.76285469,grapes
122,11,195,5.647202395,83.56812483,12.14190714,69.63122027,grapes
123,6,203,6.130310493,81.62497448,12.7567962,66.77844567,grapes
134,17,204,6.499604931,80.18393287,39.04071989,73.88467027,grapes
130,25,197,5.554831977,82.68593454,39.70772192,74.91506217,grapes
145,27,205,5.800242694,82.29335466,9.467960445,66.02765219,grapes
122,9,201,5.570290539,80.91934392,29.58748357,68.06417307,grapes
139,16,203,6.27564088,80.96093443,17.82803682,65.84748763,grapes
141,32,204,5.536645599,82.89753705,8.825674745,67.235765,grapes
138,22,195,6.208196881,83.51444973,27.83487131,73.02882766,grapes
144,31,202,5.870600622,80.55557235,11.02105378,68.23963161,grapes
136,3,205,6.334771461,80.84806564,17.5862944,71.4065452,grapes
122,28,197,5.856575335,82.73366439,19.89363946,69.66256816,grapes
136,4,204,5.898944282,81.77713468,29.93707596,65.52279323,grapes
145,39,201,5.775600435,80.58931938,36.73126647,72.24230804,grapes
132,38,197,5.931101816,81.54185044,20.42094753,66.93065667,grapes
133,36,198,6.2286454,83.98351748,25.51939719,69.17281221,grapes
121,25,201,5.594240603,82.71775569,30.50734778,70.08200379,grapes
125,15,199,5.569230319,80.55625868,18.4269936,69.75734306,grapes
140,24,205,5.93202852,83.59398734,12.087022,68.66813363,grapes
132,13,203,6.423216506,82.48336987,23.60115364,73.23901752,grapes
126,5,197,6.417500829,81.20876367,12.80000387,67.10439401,grapes
120,30,200,6.234904253,82.24729637,38.06099482,65.70148216,grapes
142,23,197,6.000573725,82.03812973,39.06555518,69.30772897,grapes
135,26,203,5.685102769,81.16314317,33.78372897,74.53557341,grapes
126,7,203,5.662140095,82.00335557,16.76201707,73.28712806,grapes
139,32,198,6.358186848,82.66850729,35.89307536,66.53946559,grapes
141,9,202,6.119495295,81.17931863,21.01245395,66.38448261,grapes
142,20,196,6.207600783,80.01639435,10.89875873,68.69420397,grapes
129,32,201,6.48754639,83.00471609,16.36251869,71.55665483,grapes
134,3,199,5.81717753,81.32235739,20.28370163,71.06611222,grapes
138,38,204,6.325480034,83.25447587,25.11108456,73.01026829,grapes
131,14,198,5.562790949,83.86742974,33.4641162,67.92204319,grapes
122,20,204,6.487369687,80.86325389,11.7976469,65.06962486,grapes
126,40,201,6.116982944,80.03100049,11.36300891,71.18289431,grapes
128,36,204,5.695792761,80.68700527,25.23542319,67.03840888,grapes
132,11,197,5.734317007,81.23966573,15.99050693,74.40198861,grapes
137,0,195,6.329499832,80.18612085,22.4359017,65.3973168,grapes
123,19,200,6.167013532,81.03544763,34.76086052,65.70430027,grapes
136,31,197,5.653776058,83.34010951,31.11047251,71.43001582,grapes
134,4,200,5.840256272,80.95628959,28.57828803,73.34232097,grapes
139,39,201,5.539980812,81.01783402,41.18664903,68.68895899,grapes
127,8,196,5.833302165,83.17093908,27.02766138,70.95666003,grapes
138,39,203,6.399433771,82.33098331,21.19339319,74.62834921,grapes
120,32,204,6.138958698,83.44518113,10.38004759,67.3917379,grapes
142,12,203,5.972850838,82.56407013,31.3115978,65.01095312,grapes
133,8,195,6.456079585,80.97598029,20.46657776,71.29813872,grapes
139,8,199,6.336426667,81.53996362,29.36947679,66.13442813,grapes
134,21,202,6.425419926,80.02130636,10.72302459,65.2982112,grapes
140,40,195,6.294395676,80.49979873,14.97846952,71.63437433,grapes
127,39,202,6.477768039,81.67215994,15.3246651,71.60102999,grapes
120,19,195,5.931538447,81.12109244,18.73932187,73.55807954,grapes
139,21,201,5.980598579,83.36094029,19.3642553,67.15094741,grapes
136,17,195,6.389783283,81.61051026,41.20733624,65.90227462,grapes
139,33,203,5.693287415,82.51034633,33.34214482,70.68098614,grapes
133,22,201,6.00299607,80.12211649,23.81995682,67.2739864,grapes
130,32,196,6.372959542,81.24995984,40.66012294,74.03030056,grapes
135,37,205,5.510924849,80.2827185,11.82768186,74.10225057,grapes
140,15,195,5.69945282,83.54193816,13.28504331,65.80006004,grapes
132,39,196,5.778594403,83.32560104,35.83089092,73.67984885,grapes
121,40,199,6.315586313,81.03886263,26.18159716,66.05911698,grapes
132,40,202,5.971813006,80.70695797,24.57558351,69.706113,grapes
142,29,203,5.891195653,83.71498986,29.67229086,66.48490371,grapes
121,32,199,6.129812716,81.25353895,39.37102553,74.08101744,grapes
140,6,205,6.313085601,82.92903419,17.66558428,69.8671263,grapes
120,8,196,6.053662544,82.66396666,24.06679352,69.81855775,grapes
133,34,202,5.804799142,80.09711412,15.31413469,74.82144653,grapes
135,35,199,6.400719746,80.54942557,21.77466746,69.39630398,grapes
145,16,199,5.953966361,80.76838926,26.91624843,69.30927185,grapes
136,8,201,5.609255992,82.22118237,41.65602996,74.19664838,grapes
129,25,195,5.777271492,81.17712085,17.98667801,72.37127689,grapes
130,16,201,5.682395429,82.79092939,29.12033769,68.8503047,grapes
129,39,203,5.863996687,83.18392806,34.38922481,71.03001556,grapes
135,38,203,6.444373116,82.79782954,41.36106301,69.92107482,grapes
120,33,205,5.550832178,82.26890793,35.12158265,69.71518491,grapes
125,35,204,6.107741788,80.15215777,19.6491772,73.69529586,grapes
132,1,200,5.620745638,82.94270065,16.27852801,66.57462809,grapes
140,39,203,6.349875906,80.63399198,21.11903604,69.27779761,grapes
145,28,202,6.484323189,82.9042841,19.2077707,66.83113717,grapes
128,6,200,5.838748311,82.57813624,25.96308415,70.31782647,grapes
139,6,199,6.29099842,81.6212135,25.67385024,74.10919422,grapes
122,29,196,5.638328481,81.15595212,41.94865736,73.06862952,grapes
144,37,197,6.415555956,80.8084305,11.18994268,66.34234944,grapes
120,38,197,6.323722572,82.94703302,17.5438296,73.77063744,grapes
141,38,198,5.757009965,80.28297993,13.05809741,70.75633584,grapes
121,14,203,6.158689406,83.74765639,9.724457611,74.46411148,grapes
125,6,204,5.733539807,82.93262435,27.92004934,69.92092839,grapes
138,32,197,5.908724337,80.73112694,9.535585543,69.44115171,grapes
124,11,204,6.361141107,80.06633966,13.42988625,71.40043037,grapes
138,23,200,5.96537863,80.22631717,9.851242629,68.42802444,grapes
143,40,201,6.476757723,82.72828653,24.97256132,66.70016285,grapes
142,6,202,6.224542938,82.94573346,27.23708304,70.42508897,grapes
124,37,195,6.209928251,83.4795292,18.70679077,66.5964488,grapes
134,35,204,5.841138354,82.55138983,9.949929082,66.00817551,grapes
47,89,38,6.002524871,72.24850829,25.52468965,151.8869972,jute
37,60,39,6.033485257,82.94164078,26.59104992,161.2469997,jute
41,63,45,7.121933579,86.8870535,25.29781791,196.6249511,jute
40,86,39,6.207459637,88.16513579,25.72100868,175.6086697,jute
41,96,40,6.090060478,72.00460848,23.58419277,190.4242157,jute
35,100,36,6.346715209,72.01364411,25.31042337,190.5577618,jute
37,63,43,6.661957897,85.08640476,23.41798979,185.7446728,jute
43,70,40,6.176860192,88.80391021,24.35564134,169.1168028,jute
55,67,44,7.251847296,75.14640198,26.284017,182.2685447,jute
40,74,40,6.386259978,83.12053888,25.13842773,169.3388465,jute
53,89,44,7.319735475,71.91711523,24.88692811,150.2498675,jute
46,74,45,6.025028997,88.36668522,25.75734909,189.4263485,jute
41,89,38,6.344751947,74.68322732,23.12844351,199.8362913,jute
55,60,40,7.02777956,88.95692783,24.9949957,151.4935635,jute
43,67,38,7.299304715,70.88259632,25.21622704,195.8645552,jute
38,70,35,7.014063944,79.26861738,24.39736241,164.2697011,jute
49,74,38,7.488014404,71.4509053,23.31410442,164.4970373,jute
40,90,39,6.626503893,81.86171563,25.72668885,191.9649389,jute
35,82,44,6.239011,78.21047693,26.96656378,169.8391177,jute
45,73,37,6.742688094,74.63745355,23.70467146,181.2783964,jute
53,85,38,6.588017308,73.84186449,24.90075709,153.8990984,jute
56,81,36,7.097586415,72.60512854,23.39605743,174.7876411,jute
